<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210322,000000,259.5000000,264.7600000,258.8000000,263.8600000,6183160
20210323,000000,263.0000000,263.4400000,259.8100000,260.4000000,6888760
20210324,000000,260.2000000,265.3400000,260.1800000,263.7000000,6356870
20210325,000000,263.9000000,265.1700000,262.2300000,264.4700000,5301330
20210326,000000,265.3800000,269.4000000,265.3800000,269.2800000,7755490
20210329,000000,268.6000000,271.8000000,267.9000000,271.3800000,5636220
20210330,000000,271.4400000,273.2000000,270.0000000,271.9000000,4277280
20210331,000000,272.0000000,273.1000000,270.1700000,270.9300000,4315000
20210401,000000,271.0400000,272.7600000,268.2200000,270.5000000,4753620
20210402,000000,270.3200000,271.9800000,269.2900000,271.6100000,2582020
20210405,000000,271.5000000,271.7800000,268.7600000,270.2000000,4374850
20210406,000000,269.9600000,270.6700000,264.7500000,265.4000000,7971920
20210407,000000,265.4000000,267.0000000,261.7700000,266.8500000,7823730
20210408,000000,266.7700000,268.9700000,265.7100000,267.4100000,6885530
20210409,000000,267.6900000,267.6900000,264.9600000,266.1200000,5494470
20210412,000000,264.8000000,267.7900000,263.5000000,266.8500000,8306340
20210413,000000,267.7800000,270.9800000,266.3300000,270.6500000,7883480
20210414,000000,271.9600000,272.9700000,270.4800000,271.7600000,7449700
20210415,000000,267.8500000,270.0000000,266.0600000,269.8800000,9323550
20210416,000000,270.8700000,274.9800000,269.7300000,274.2900000,6269250
20210419,000000,275.0500000,275.1000000,272.1800000,273.7100000,5553600
20210420,000000,274.3000000,278.0000000,271.3700000,272.3900000,8821600
20210421,000000,272.5100000,275.1900000,272.4000000,274.9700000,5977020
20210422,000000,274.4000000,276.7500000,272.6200000,276.0800000,8334360
20210423,000000,276.3000000,279.8000000,276.0000000,279.7600000,7144580
20210426,000000,280.0100000,282.3000000,279.7700000,281.4000000,7598230
20210427,000000,282.0000000,285.7000000,281.7200000,283.9800000,7116630
20210428,000000,284.0500000,285.0500000,281.0300000,284.2300000,5008230
20210429,000000,286.1000000,286.8100000,281.8100000,283.4700000,7987530
20210430,000000,283.4500000,284.2900000,281.8500000,283.5000000,5145940
20210504,000000,285.0400000,288.9300000,284.7500000,288.5200000,7903020
20210505,000000,289.0000000,289.9500000,287.7300000,289.9000000,6060270
20210506,000000,289.9900000,296.3700000,289.4900000,295.9500000,12445470
20210507,000000,296.1000000,299.5000000,296.1000000,298.1300000,10058340
20210510,000000,298.4000000,299.3000000,295.2900000,299.2100000,12814300
20210511,000000,282.4900000,288.6700000,280.2400000,287.7000000,13109340
20210512,000000,287.8000000,289.4900000,280.0000000,280.5900000,9955600
20210513,000000,280.5500000,285.2300000,276.8600000,285.0000000,8309900
20210514,000000,285.2600000,286.4600000,281.0200000,282.2600000,4259460
20210517,000000,281.2600000,283.5000000,279.1400000,281.4200000,5285240
20210518,000000,282.7000000,283.6600000,281.4300000,282.3500000,3205030
20210519,000000,281.5000000,281.8800000,276.4600000,278.0900000,6641070
20210520,000000,278.5500000,279.7900000,275.4500000,278.7900000,4018380
20210521,000000,279.6000000,283.1500000,277.5000000,281.6600000,4929160
20210524,000000,282.8900000,284.2500000,280.4600000,281.4400000,3069830
20210525,000000,281.8000000,287.0000000,281.5900000,285.8600000,4149300
20210526,000000,286.2000000,288.4900000,284.9900000,286.2900000,4726540
20210527,000000,286.2900000,291.7800000,285.3000000,291.4400000,5751280
20210528,000000,291.5900000,293.2600000,288.7700000,290.3200000,5841620
20210531,000000,290.7200000,294.1500000,290.1400000,293.2800000,3839420
20210601,000000,294.5000000,295.5000000,292.9000000,294.3200000,4384930
20210602,000000,294.3200000,295.7100000,293.0100000,294.9900000,3783110
20210603,000000,295.3500000,296.2200000,291.1500000,293.0300000,4623320
20210604,000000,292.5000000,293.1500000,288.9900000,292.0800000,3482380
20210607,000000,292.0000000,295.4600000,290.5300000,294.7900000,3432750
20210608,000000,294.3200000,295.3000000,292.3200000,293.9900000,2796360
20210609,000000,294.6000000,294.7200000,292.2100000,293.9900000,2248060
20210610,000000,293.0200000,295.3900000,292.8000000,293.8500000,2769220
20210611,000000,294.3300000,294.3500000,292.0300000,292.2200000,2419880
20210614,000000,293.3200000,293.4700000,290.8400000,292.4800000,3032770
20210615,000000,293.2100000,293.7800000,291.3000000,291.3200000,2950300
20210616,000000,291.3300000,293.1000000,289.5200000,291.0000000,4395110
20210617,000000,290.0300000,292.8500000,289.8200000,290.9100000,4092140
20210618,000000,291.0000000,291.3600000,285.1100000,286.7000000,5125090
20210621,000000,285.8300000,286.7400000,283.5600000,286.6700000,4106120
20210622,000000,287.6300000,288.0500000,284.7500000,286.2700000,2050420
20210623,000000,287.2100000,289.2200000,285.5700000,286.7500000,2020810
20210624,000000,287.1300000,287.5500000,285.1500000,286.0100000,1599050
20210625,000000,286.3900000,287.6100000,285.6300000,287.2200000,1324720
20210628,000000,286.3100000,287.3400000,283.9400000,283.9400000,2323440
20210629,000000,283.1200000,283.7900000,278.7000000,281.9200000,4105730
20210630,000000,282.0100000,282.6200000,279.6100000,282.1600000,2309440
20210701,000000,281.8000000,282.8600000,280.0000000,281.0900000,2907750
20210702,000000,281.2700000,283.6000000,280.2000000,283.1700000,1909360
20210705,000000,283.2800000,283.5600000,281.0000000,282.5000000,1517850
20210706,000000,282.6200000,282.6200000,279.5100000,280.9100000,2539410
20210707,000000,280.6000000,282.8500000,280.2300000,281.5000000,2648420
20210708,000000,280.9000000,282.0000000,278.4500000,280.5000000,3357770
20210709,000000,280.7500000,281.7600000,279.4000000,281.0100000,2220430
20210712,000000,281.3300000,284.8400000,279.5300000,284.6100000,2769810
20210713,000000,285.0000000,285.4900000,280.1200000,281.8700000,2000230
20210714,000000,281.0000000,282.3600000,278.9800000,279.9000000,2574440
20210715,000000,278.9500000,281.3900000,277.8600000,280.0400000,3612040
20210716,000000,280.1600000,282.9000000,277.5500000,277.7800000,3133960
20210719,000000,277.0700000,277.0700000,270.4000000,272.1900000,6457930
20210720,000000,273.3600000,277.4900000,273.0000000,277.0200000,5970460
20210721,000000,276.9500000,278.5800000,274.7100000,276.0100000,3631920
20210722,000000,276.8000000,278.9000000,275.3500000,278.6000000,2432140
20210723,000000,278.6700000,280.2500000,276.5200000,278.3400000,2080140
20210726,000000,276.3400000,284.9700000,275.1200000,284.9500000,3215650
20210727,000000,285.0000000,285.4800000,281.4000000,281.6500000,2719130
20210728,000000,281.9800000,283.7000000,281.5100000,283.6900000,2636020
20210729,000000,284.2200000,285.8500000,283.1900000,284.9500000,2654860
20210730,000000,284.1800000,289.6700000,283.3800000,288.7000000,5177910
20210802,000000,290.2700000,290.7500000,285.4200000,286.5500000,4540890
20210803,000000,287.5500000,291.8000000,286.9200000,291.7600000,4229530
20210804,000000,292.2800000,293.4400000,290.2100000,290.8200000,2759390
20210805,000000,290.9900000,294.9000000,290.2400000,294.7500000,2767230
20210806,000000,294.7900000,297.9300000,294.0300000,296.3100000,4278220
20210809,000000,295.3000000,301.8400000,294.5800000,301.0800000,7115610
20210810,000000,301.8800000,305.3700000,301.3800000,304.9700000,4675620
20210811,000000,305.0300000,306.3400000,301.0900000,304.2300000,4479330
20210812,000000,304.9900000,304.9900000,302.3000000,303.3000000,1838200
20210813,000000,302.9000000,304.2500000,302.4000000,303.4800000,1638190
20210816,000000,302.8600000,304.7000000,302.0000000,304.2000000,1922720
20210817,000000,304.0000000,310.0000000,303.3700000,308.8700000,3963560
20210818,000000,309.8000000,312.5800000,307.8200000,310.1500000,4514470
20210819,000000,309.5000000,309.6800000,304.2000000,308.3000000,5761070
20210820,000000,309.0500000,309.5100000,303.2200000,303.7700000,3569260
20210823,000000,305.2800000,307.6400000,304.5100000,306.7600000,1865510
20210824,000000,307.3700000,308.0300000,302.2000000,303.7900000,2969140
20210825,000000,303.4900000,304.1900000,300.3000000,303.7000000,2479820
20210826,000000,303.0000000,304.4000000,301.3600000,302.6400000,2280580
20210827,000000,303.6600000,307.8000000,302.5400000,307.4700000,2746540
20210830,000000,307.6000000,310.2200000,307.1200000,308.8800000,2593630
20210831,000000,309.3600000,311.0000000,308.0600000,308.6500000,2165590
20210901,000000,308.1000000,313.5600000,308.0000000,313.2300000,2133500
20210902,000000,313.9900000,314.3400000,309.2400000,309.3000000,2271820
20210903,000000,309.5000000,310.5600000,307.0000000,309.9800000,2444480
20210906,000000,309.9900000,311.4400000,308.9100000,310.3200000,1608500
20210907,000000,310.8200000,311.5400000,306.5400000,307.9600000,2170540
20210908,000000,307.7000000,314.1700000,305.0000000,313.2900000,3331420
20210909,000000,312.9900000,312.9900000,308.6900000,309.2800000,3004670
20210910,000000,309.8300000,310.5800000,308.3800000,309.8300000,1538640
20210913,000000,309.8600000,310.9300000,307.6100000,309.9700000,2155850
20210914,000000,309.9700000,311.6200000,308.5800000,310.2200000,2487120
20210915,000000,310.7000000,316.7400000,310.0000000,316.3500000,3189770
20210916,000000,316.3800000,317.4900000,307.6100000,309.8000000,5260660
20210917,000000,308.5000000,313.4700000,308.2700000,311.5200000,1970720
20210920,000000,310.7400000,310.7400000,307.8700000,308.3000000,3256050
20210921,000000,309.0200000,310.6500000,305.8000000,306.9700000,3570610
20210922,000000,307.8000000,311.3200000,306.2600000,310.0100000,2913330
20210923,000000,311.7000000,312.7000000,308.0000000,310.3800000,1848850
20210924,000000,310.0000000,310.0000000,307.2600000,308.7700000,1570130
20210927,000000,310.3300000,314.0000000,309.4600000,313.5000000,2690560
20210928,000000,314.0400000,315.2000000,309.1400000,309.7700000,3782180
20210929,000000,309.1000000,311.3700000,308.3200000,309.4400000,2267810
20210930,000000,310.6100000,320.1700000,310.1800000,317.2600000,6408030
20211001,000000,316.3000000,317.7300000,314.3300000,316.0800000,2814960
20211004,000000,315.7300000,322.7900000,313.8300000,319.3400000,7585590
20211005,000000,320.7100000,334.3300000,316.6600000,333.2300000,9814360
20211006,000000,335.0000000,345.9200000,331.2000000,336.3000000,8289690
20211007,000000,338.0800000,343.6300000,336.5000000,339.3900000,5219760
20211008,000000,340.0200000,344.3900000,338.5100000,343.4300000,2404300
20211011,000000,347.9100000,357.0000000,345.7300000,356.0000000,8134980
20211012,000000,354.8600000,356.2100000,346.5000000,346.6100000,7895290
20211013,000000,347.1100000,347.9800000,340.2200000,346.4500000,9156050
20211014,000000,349.3200000,351.3000000,342.9100000,345.3000000,7297000
20211015,000000,347.0400000,347.4400000,339.3300000,341.5000000,4339600
20211018,000000,339.3300000,339.3300000,331.6200000,333.0300000,7329220
20211019,000000,333.4400000,339.9400000,330.4200000,339.9200000,5058430
20211020,000000,339.9600000,339.9700000,334.3000000,338.4000000,2888400
20211021,000000,337.2200000,338.5800000,332.2300000,334.2500000,2566700
20211022,000000,335.2600000,338.8800000,332.3600000,333.0000000,4793950
20211025,000000,333.7500000,339.6900000,331.0000000,338.5100000,4229450
20211026,000000,337.8900000,339.8400000,334.0000000,337.8700000,4775020
20211027,000000,336.8000000,338.7000000,334.0500000,335.9200000,4139240
20211028,000000,335.0900000,338.3300000,327.2500000,329.6000000,6586330
20211029,000000,328.9000000,328.9800000,319.6000000,322.3800000,6923040
20211101,000000,323.2300000,332.9900000,322.5900000,332.9900000,10106150
20211102,000000,332.6000000,334.7300000,328.6000000,331.5100000,5477330
20211103,000000,331.4600000,335.4000000,327.9600000,335.0200000,3319460
20211105,000000,333.4600000,333.4600000,325.9000000,327.6600000,2921290
20211108,000000,328.0000000,330.4700000,323.3700000,325.5200000,3267280
20211109,000000,325.2200000,330.1800000,324.1500000,326.3000000,3589550
20211110,000000,325.7300000,327.8500000,318.4000000,318.5800000,4889820
20211111,000000,318.8500000,325.4000000,317.2200000,324.1500000,3747560
20211112,000000,325.0800000,325.1000000,310.6500000,316.7000000,10553840
20211115,000000,316.7000000,320.9500000,313.6800000,315.8900000,5268970
20211116,000000,316.0200000,317.1200000,308.2800000,310.5800000,6758260
20211117,000000,310.2700000,314.3900000,309.1200000,311.4800000,4230810
20211118,000000,310.9700000,313.5000000,306.0000000,309.1000000,5009560
20211119,000000,310.6800000,311.7600000,299.0000000,302.0000000,8878550
20211122,000000,300.9100000,301.0000000,285.9000000,288.7000000,17450160
20211123,000000,287.9900000,304.0000000,280.3700000,303.9500000,13174490
20211124,000000,304.9900000,306.9100000,295.4400000,298.8900000,8970300
20211125,000000,300.6100000,300.6100000,294.5000000,296.2000000,4729030
20211126,000000,290.1100000,291.5400000,284.6300000,286.0000000,10392420
20211129,000000,290.0000000,299.1300000,289.6000000,294.9500000,6671180
20211130,000000,291.6500000,294.5100000,288.2000000,291.8200000,8340210
20211201,000000,294.7400000,300.7500000,294.7400000,296.3000000,8494930
20211202,000000,298.1000000,299.9600000,293.3000000,297.8700000,4824980
20211203,000000,298.4000000,299.8500000,293.5000000,295.5100000,3609990
20211206,000000,296.1000000,299.0600000,284.0200000,287.1000000,8690470
20211207,000000,287.0300000,291.2500000,281.3800000,288.4000000,12319570
20211208,000000,288.5000000,295.7400000,275.3600000,280.6900000,17389540
20211209,000000,280.8000000,283.7800000,277.0100000,280.5100000,13858100
20211210,000000,281.9600000,283.5000000,276.7500000,279.4300000,10198210
20211213,000000,282.5000000,282.8000000,265.0500000,266.4600000,16293460
20211214,000000,266.4700000,270.2900000,248.0200000,269.8700000,18811510
20211215,000000,269.8800000,272.7200000,265.5200000,271.2700000,9507230
20211216,000000,272.9900000,281.7500000,272.1600000,278.4100000,13998940
20211217,000000,278.4700000,279.4900000,275.2200000,278.8200000,7192460
20211220,000000,277.5000000,277.7300000,270.5700000,274.0900000,8464250
20211221,000000,276.3900000,277.8800000,271.6000000,275.9000000,6585120
20211222,000000,275.7600000,279.6000000,273.5700000,276.3600000,8892360
20211223,000000,277.0000000,279.7900000,275.2200000,276.0200000,5306470
20211224,000000,276.0900000,277.8400000,273.1300000,275.9600000,3909480
20211227,000000,275.7600000,278.9000000,275.0100000,278.6100000,4115480
20211228,000000,279.0000000,280.9000000,278.1000000,278.9000000,4848900
20211229,000000,278.8200000,279.5200000,275.6100000,277.4500000,4595760
20211230,000000,277.4700000,279.9700000,275.6600000,279.0000000,7460320
